"Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years"
"175,43.6899,-79.5615,60,60,10,5,5,0,85,-7,78,-7,74,7,100,9,82,-7,100,14"
"295,43.65656,-79.3721,60,60,5,10,0,0,96,14,78,7,78,7,100,10,89,8,89,2"
"200,43.51673,-79.6448,65,60,15,10,0,0,96,11,96,35,96,28,100,12,100,12,88,16"
"420,43.73463,-79.3214,60,70,10,10,5,0,87,2,81,3,77,-5,95,6,90,6,88,6"
"195,42.31121,-83.0075,70,80,10,10,10,0,69,-27,59,-30,75,-21,96,7,88,10,64,-14"
"125,43.56805,-80.262,25,75,5,0,0,0,69,-14,69,19,62,-5,90,-10,67,-23,86,-4"
"145,43.83457,-79.6211,40,70,5,5,10,0,93,-7,71,-23,82,-12,100,0,100,0,100,9"
"500,43.68714,-79.3303,57,49,3,4,5,1,96,3,81,-9,83,-4,87,-11,68,-20,83,-1"
"360,42.93211,-81.3054,35,80,0,5,0,0,95,-1,78,-4,82,18,97,22,80,1,91,20"
"330,44.35183,-79.6435,40,60,0,0,5,0,86,19,77,18,68,5,89,-7,84,1,92,14"
"265,43.82256,-79.27711,70,50,5,5,10,0,90,-7,77,-14,74,-5,100,4,88,-8,92,4"
"160,42.99869,-82.3667,50,60,0,0,10,0,91,-9,74,-9,83,-11,100,13,72,12,94,21"
"295,42.9748,-81.3282,40,75,0,5,5,0,95,27,92,29,89,26,100,0,92,10,85,-1"
"145,43.71809,-79.4755,70,60,5,5,10,0,80,-1,60,-10,50,-13,94,3,76,-6,76,8"
"130,43.02148,-79.2768,40,60,0,0,5,0,89,54,72,7,83,48,95,10,77,17,86,6"
"120,43.41587,-79.6968,55,70,20,20,5,0,88,1,81,0,77,-13,89,-4,84,1,89,9"
"285,43.22656,-79.8241,65,60,15,20,10,0,59,-21,41,-7,35,-5,93,10,80,1,50,-9"
"420,43.65212,-79.4143,55,60,5,0,5,0,98,0,82,-16,88,-7,100,0,81,-16,97,13"
"280,43.32084,-79.8075,50,60,5,5,5,0,94,-2,97,6,71,-12,97,-3,97,-3,97,4"
"380,43.86064,-79.0787,55,60,5,5,0,0,94,7,94,10,88,4,100,0,88,5,82,-6"
"185,43.46057,-79.6935,60,70,25,25,0,0,89,-11,84,-16,84,-16,100,0,100,0,83,-17"
"235,43.62,-79.75,60,55,5,5,10,0,98,2,95,10,92,1,98,-2,90,-3,90,-3"
"250,43.40742,-80.4826,45,65,0,0,5,0,82,-8,80,14,60,-14,95,-3,88,-3,88,-6"
"285,43.88232,-78.8698,70,35,10,10,5,0,84,-11,84,-11,87,2,95,1,85,-6,88,11"
"300,44.41354,-79.6828,40,60,0,0,15,0,82,1,76,-5,74,-7,88,7,62,-10,72,-2"
"315,43.67796,-79.3194,60,45,0,0,5,0,84,-10,77,-12,82,-7,96,6,93,16,93,8"
"150,44.10282,-79.4668,40,70,5,0,5,0,67,-9,56,9,44,-44,100,0,84,-6,89,-1"
"220,43.87759,-78.9252,60,45,0,5,10,0,86,0,79,-7,83,2,95,-5,63,-30,83,-12"
"205,43.4832,-80.5104,50,55,5,0,10,0,100,0,92,2,92,11,94,5,71,-15,88,-8"
"190,43.67967,-79.5593,70,45,5,5,5,0,85,-11,82,-14,76,-20,100,6,87,-7,97,14"
"200,43.85487,-79.0359,55,55,0,0,10,0,93,6,83,-8,80,15,95,-2,84,-4,84,-4"
"175,43.60624,-79.6297,60,70,10,10,10,0,80,2,56,-11,68,-8,97,1,80,-13,97,8"
"180,44.0065,-79.4633,45,70,0,0,5,0,100,4,96,7,88,-5,97,-3,90,-5,90,5"
"205,43.75088,-79.8176,60,50,10,10,5,0,90,13,81,1,71,11,100,0,94,9,91,-1"
"135,43.52873,-79.8776,60,60,5,5,10,0,87,-4,68,-15,74,-12,100,2,79,-11,85,6"
"245,43.4042,-80.3401,55,50,0,0,10,0,95,22,85,15,98,25,96,10,89,-4,93,3"
"140,43.72447,-79.4946,70,40,10,10,5,0,96,34,100,28,87,49,92,-4,67,-29,75,-14"
"205,43.7626,-79.3227,70,50,5,10,10,0,81,-2,70,-9,56,-27,92,-6,81,-19,85,-8"
"100,44.61549,-79.4364,30,70,0,0,10,0,90,-3,85,18,90,10,92,0,83,-9,92,-8"
"130,43.66741,-79.4248,60,45,0,5,5,0,85,6,73,-13,62,-17,94,15,59,-5,65,-6"
"200,46.65913,-80.9435,50,45,0,0,5,0,79,5,58,-19,32,-39,71,14,42,-20,50,-7"
"270,46.4612,-81.0264,60,40,0,5,15,0,73,-13,61,-34,61,-20,97,-3,90,-10,90,-10"
"315,46.52296,-80.9188,60,40,0,5,15,0,87,15,77,-13,62,-2,97,11,78,-6,84,11"
"355,46.32845,-79.4372,20,80,0,0,10,0,76,16,59,5,78,8,85,-13,75,-11,74,-12"
"255,48.47749,-81.3802,50,50,0,0,10,0,55,4,55,9,48,4,80,10,49,-16,51,-11"
"140,46.28821,-79.443,90,5,0,0,15,0,83,-11,75,3,83,-11,94,-6,67,-16,44,-48"
"115,46.31272,-79.4549,70,35,0,0,20,0,72,7,56,-14,72,-8,83,-7,39,-42,74,-16"
"240,46.3261,-79.4518,40,60,0,0,20,0,67,4,62,12,62,-15,77,-9,35,-32,65,3"
"200,45.30914,-74.6283,65,35,0,0,5,0,79,-2,75,-6,67,-11,90,-1,70,-13,87,4"
"600,45.27658,-75.2725,81,18,0,0,17,0,83,2,69,1,62,-6,96,-3,85,-6,65,-6"
"385,45.03619,-74.6966,70,35,0,0,15,0,91,14,74,-1,84,13,94,12,94,38,86,18"
"305,45.03414,-74.7513,35,65,0,0,15,0,80,-4,73,-4,78,-16,80,-5,43,-48,60,-7"
"235,45.60937,-74.6028,100,0,0,0,30,0,87,12,64,-3,72,14,83,-11,66,-9,57,-12"
"170,45.43703,-75.1578,80,20,0,0,10,0,100,25,78,3,96,8,100,4,100,4,100,4"
"145,45.52153,-74.6489,70,30,0,0,20,0,84,2,79,-12,84,-7,100,0,100,6,93,5"
"160,45.38432,-74.906,85,10,0,0,25,0,68,-21,59,-25,68,-11,94,9,62,-27,75,-10"
"210,45.61745,-74.692,95,5,0,0,10,0,83,-3,73,0,70,-16,93,-7,82,-16,82,-8"
"270,45.2655,-75.3636,45,50,0,0,10,0,90,3,76,-4,81,1,96,-1,83,-6,96,10"
"205,45.57206,-75.1303,100,5,0,0,15,0,82,14,50,-8,77,9,100,7,82,-11,100,7"
"205,45.44007,-75.2387,95,0,0,0,10,0,96,0,77,-15,85,-7,100,6,84,1,79,7"
"170,45.53395,-74.9966,90,10,0,0,20,0,78,4,56,-23,72,4,88,-4,67,-25,67,-6"
"380,45.35018,-75.2632,85,10,0,0,15,0,91,11,78,-5,56,-20,84,-6,74,0,87,18"
"220,45.55761,-74.8803,95,5,0,0,20,0,93,-3,89,15,96,15,100,0,96,-4,96,10"
"185,45.50916,-75.2186,90,5,0,0,20,0,78,-12,59,-3,78,-8,85,-12,85,1,80,-1"
"255,45.09181,-74.7906,45,55,0,0,10,0,84,-16,68,-29,71,-29,100,0,84,-10,95,1"
"640,45.54776,-75.287,87,15,1,1,17,0,93,9,93,7,89,11,91,2,77,2,77,10"
"460,45.31706,-75.0828,90,10,0,0,15,0,100,7,70,-20,84,-2,91,-1,69,-14,86,4"
"160,45.24766,-74.5013,65,40,0,0,20,0,96,24,83,24,100,31,100,0,88,7,80,-8"
"290,48.44072,-89.2147,30,75,5,5,10,0,95,33,85,17,77,4,82,-12,68,-9,79,-5"
"190,49.42146,-82.4283,80,20,0,0,10,0,70,-8,57,-2,70,18,79,1,68,-2,79,-4"
"135,48.14827,-80.0278,50,50,0,0,10,0,47,-26,21,-66,53,-20,77,-12,46,-17,46,-1"
"245,48.49922,-81.3472,85,15,0,0,10,0,81,2,69,-21,75,-10,92,3,51,-38,62,-5"
"165,49.40793,-82.4025,90,5,0,0,10,0,94,-1,88,-7,94,10,86,1,48,-7,81,26"
"375,47.54344,-79.6736,85,20,0,0,15,0,86,3,76,1,76,-7,88,-9,50,-25,83,-6"
"125,48.46382,-81.3328,80,20,0,0,10,0,44,-24,25,-43,19,-54,83,18,57,28,43,-4"
"200,44.61215,-75.718,20,85,0,5,5,0,97,9,93,14,90,2,96,-4,80,-16,96,0"
"495,45.44742,-75.4743,70,35,0,0,15,0,87,10,81,2,68,-5,92,-5,71,-19,88,-4"
"415,45.47205,-75.4704,80,20,5,5,25,0,96,2,98,-2,96,2,98,0,95,1,98,4"
"460,45.28494,-75.6821,50,60,5,0,10,0,94,-2,89,-5,87,-5,98,4,93,3,96,5"
"475,45.46363,-75.4672,75,25,0,0,10,0,91,-1,86,-5,80,-1,96,1,79,-10,94,13"
"320,45.47372,-75.5522,80,30,5,0,20,0,94,12,90,-8,69,-6,100,0,98,1,89,-8"
"435,45.47393,-75.4813,85,20,0,0,15,0,96,5,88,17,94,14,90,1,78,-3,90,9"
"455,45.28647,-75.8467,50,60,0,0,10,0,85,-1,79,2,79,-1,98,0,90,-6,90,0"
"370,45.36354,-75.6721,50,65,10,10,10,0,94,-4,92,-4,78,-12,96,-1,90,-7,94,-3"
"280,45.43245,-75.6601,90,25,25,25,15,0,75,12,82,21,64,15,91,14,91,18,72,2"
"285,45.27008,-75.7323,50,60,0,5,10,0,97,6,90,-6,87,5,98,2,88,-4,81,-10"
"570,45.83531,-77.1507,43,61,0,0,14,0,81,-4,65,-26,66,-12,95,1,89,4,94,17"
"390,45.45754,-75.5319,70,35,0,0,10,0,100,12,98,1,94,7,100,0,100,2,93,-1"
"450,45.46041,-75.5976,65,40,10,10,10,0,91,6,84,6,75,-5,92,-5,86,-7,94,1"
"400,45.35244,-75.7125,60,50,10,10,15,0,92,5,81,-3,73,-6,79,-13,67,-16,67,-18"
"295,44.26959,-76.4863,55,55,0,0,10,0,88,16,76,-2,71,3,91,-5,64,-27,79,-10"
"580,45.44163,-75.6336,82,31,21,20,14,0,90,2,82,-2,75,-6,92,1,75,-16,65,-12"
"460,45.43287,-75.5095,70,35,5,5,10,0,89,9,74,-9,81,-2,100,2,88,-2,90,8"
"370,45.2853,-75.7445,55,50,10,10,10,0,96,1,89,-8,84,-3,97,-3,84,-12,84,-6"
"230,45.47197,-75.5096,70,30,0,0,20,0,94,33,92,35,86,16,97,8,86,10,83,1"
"220,45.31128,-75.8823,55,60,15,15,20,0,67,0,54,-17,58,-9,96,13,96,13,96,13"
"335,45.40242,-75.7237,60,45,5,10,5,0,83,-12,73,-17,71,-9,96,1,89,3,91,9"
"435,45.2693,-75.9045,50,50,5,0,5,0,87,-2,94,8,85,-4,92,-3,81,-9,85,-3"
"335,45.46574,-75.5214,80,20,0,0,10,0,96,14,94,12,94,23,96,2,93,12,89,8"
"420,45.3278,-75.9235,50,60,0,0,15,0,91,-4,86,-11,80,-17,100,4,84,-6,89,-3"
"385,45.35191,-75.6232,55,55,0,0,5,0,87,25,78,30,76,34,96,5,83,-3,77,-9"
"625,45.38983,-75.6313,64,49,9,9,10,0,94,6,82,5,76,-6,91,-8,76,-17,80,-8"
"425,45.24559,-75.7367,50,60,0,0,10,0,95,-1,90,-8,88,4,96,-4,86,-12,94,1"
"200,45.43201,-75.5663,65,35,5,5,10,0,92,-2,68,-20,88,-12,97,6,88,2,94,17"
"550,45.35221,-75.7681,64,48,11,11,13,0,89,3,86,1,80,6,96,-1,85,-12,89,3"
"405,45.47227,-75.5089,80,25,0,0,10,0,93,1,85,-12,80,-15,98,1,89,-5,89,-11"
"380,45.36326,-75.7767,60,45,0,0,10,0,95,7,70,-14,72,-9,100,3,95,3,97,2"
"145,46.52546,-80.9226,70,30,0,0,10,0,83,10,61,-12,44,8,88,-6,83,-11,88,19"
"435,42.96323,-81.2789,45,80,0,0,10,0,92,4,88,7,82,-1,98,4,81,-11,81,-4"
"430,42.95817,-81.1761,30,75,0,0,10,0,83,3,64,-19,42,-29,92,-1,94,-1,84,-5"
"215,42.99956,-82.3767,20,80,0,0,25,0,70,-9,51,-9,68,16,89,-5,75,0,86,5"
"415,43.14222,-80.7516,40,60,0,0,10,0,82,2,86,19,86,8,78,10,58,-7,68,9"
"355,42.40038,-82.2282,25,80,0,0,10,0,83,13,74,12,87,38,94,6,64,-18,88,27"
"320,43.02523,-81.2024,40,85,5,5,5,0,68,-13,42,-33,61,-11,89,1,84,8,78,14"
"515,45.36288,-75.7631,81,73,24,24,8,0,93,15,82,-4,85,10,95,6,84,-2,72,-9"
"320,44.11389,-77.5547,40,60,0,0,10,0,86,14,75,14,83,-6,100,14,75,-11,91,5"
"415,45.4595,-75.4612,75,50,5,10,0,0,95,2,90,-6,77,-14,95,-3,88,-10,86,-14"
"580,45.42798,-75.6796,66,52,12,12,7,0,94,4,71,-17,84,4,97,2,86,-6,88,-3"
"525,45.34868,-75.6347,81,74,13,13,5,0,84,17,71,24,56,3,95,11,79,8,60,-13"
"470,45.46539,-75.4853,70,40,5,0,10,0,97,6,85,-11,74,-4,98,5,92,-4,92,12"
"545,45.46841,-75.536,71,50,8,8,11,0,84,-1,76,-14,69,-11,95,3,77,-12,80,-6"
"420,45.43751,-75.5301,65,50,10,10,10,0,95,-2,89,-7,84,-4,98,1,92,-2,96,11"
"470,44.24234,-76.5259,45,65,0,5,10,0,90,-2,84,-8,89,-1,95,0,92,-3,92,-3"
"315,45.39871,-75.6304,85,80,20,20,10,0,75,4,72,12,48,-16,78,-1,57,-11,53,0"
"170,45.43266,-75.6673,85,60,20,25,5,0,57,-3,33,-7,29,9,75,3,46,-18,46,-6"
"290,45.60632,-74.6013,90,15,0,0,15,0,79,-10,50,-36,44,-31,92,9,70,7,84,18"
"520,45.03157,-74.6936,37,70,3,3,6,0,94,6,85,5,83,-3,96,-1,84,-13,93,-3"
"345,45.4527,-75.5922,80,55,25,25,10,0,67,7,77,22,69,35,89,1,79,-7,49,-17"
"180,43.14727,-79.2028,15,100,5,5,15,5,100,15,100,19,93,24,100,5,100,0,91,20"
"115,43.1862,-79.5346,5,100,0,0,5,0,82,-12,100,17,82,10,95,0,90,0,70,-11"
"225,48.48284,-81.2095,0,100,0,0,10,0,58,-5,38,-25,38,-21,93,11,78,5,22,-14"
"300,48.15173,-80.0296,0,100,0,0,10,0,78,-9,69,-8,47,-26,88,1,69,-5,6,-16"
"185,47.82139,-79.8706,0,100,0,0,20,0,41,-28,26,-36,30,-24,53,-17,53,-7,29,14"
"120,48.16018,-80.0299,0,100,0,0,20,0,29,-18,29,-30,14,-21,62,24,62,43,25,19"
"175,48.47741,-81.2118,0,100,0,0,40,0,62,-26,67,-14,62,0,74,-16,71,-24,26,-29"
"125,48.76252,-80.6898,0,95,0,0,20,0,27,0,14,7,5,-22,70,-10,60,10,40,20"
"425,47.51159,-79.6769,0,100,0,5,15,0,50,7,46,-5,43,5,68,-14,61,-21,18,-41"
"170,48.48786,-81.3175,5,100,0,0,30,0,40,9,20,-11,37,4,35,-42,31,-36,4,-19"
"150,48.47474,-81.2969,0,100,0,0,50,0,36,10,18,-19,0,-26,31,-26,38,-5,12,5"
"465,48.46426,-81.3376,0,95,0,0,5,0,46,-19,34,-11,38,-17,81,-14,74,-11,16,-51"
"330,48.49205,-81.3416,0,100,0,5,15,0,59,1,65,1,55,8,64,9,70,24,21,2"
"200,43.86172,-78.854,5,100,15,20,15,0,40,-10,57,-5,17,-2,65,-14,65,-21,10,-14"
"160,43.90125,-78.815,5,100,0,0,15,0,89,9,89,12,72,12,92,12,77,2,50,0"
"125,44.15451,-79.0067,0,100,0,0,5,0,88,10,81,-2,50,-22,86,-14,90,-3,33,-31"
"285,42.3118,-82.8484,10,100,5,5,5,0,81,9,77,3,68,-4,95,-2,95,0,78,22"
"315,43.37116,-79.8392,10,100,5,0,5,0,77,1,80,-2,60,-1,88,-2,89,-6,42,5"
"325,43.32992,-79.8047,20,95,10,10,15,0,73,-9,57,-18,61,6,91,1,91,-4,58,10"
"370,43.35369,-79.8125,20,100,0,0,10,0,77,4,61,-8,44,-2,90,-2,91,-3,31,-19"
"355,43.41007,-79.7151,30,95,10,5,10,0,74,-6,74,-8,67,-3,86,0,92,4,42,-16"
"370,43.30835,-79.846,10,100,0,0,10,0,85,11,65,-11,53,-15,86,-4,94,14,63,10"
"265,43.31638,-79.8215,30,100,15,10,10,0,62,6,38,-14,31,9,81,4,71,16,26,8"
"225,43.32995,-79.7871,15,100,5,10,15,0,78,-7,75,13,69,-8,82,18,79,11,43,-1"
"260,43.35179,-79.7777,20,100,10,5,15,10,90,0,90,7,72,-2,82,-1,91,8,18,-10"
"330,43.3194,-79.8377,15,100,5,0,10,5,84,12,67,1,60,-6,85,-5,85,-5,70,-8"
"350,43.37109,-79.7401,15,100,0,5,10,0,67,-15,70,14,47,3,66,-5,61,-7,22,-28"
"300,43.45342,-79.6619,20,95,10,10,10,0,96,17,89,13,79,-3,85,-5,85,-10,56,-4"
"260,43.35697,-79.8408,20,100,0,0,10,0,84,11,84,7,59,-18,100,6,100,3,79,8"
"245,43.36585,-79.7641,10,100,0,5,10,0,71,-8,45,-25,48,-13,70,-7,67,0,30,-20"
"370,43.33832,-79.8045,25,95,10,10,10,0,93,6,87,3,67,-3,93,6,94,5,51,11"
"110,43.23514,-79.8886,25,100,10,15,20,0,50,-26,40,-27,30,-22,60,-3,60,0,32,2"
"320,43.20929,-79.992,15,95,5,5,0,0,84,-1,79,-6,66,-3,94,-2,90,-4,55,-11"
"115,43.23711,-79.9139,30,100,10,10,15,0,61,4,56,-6,28,-5,48,10,65,15,39,27"
"215,43.21795,-79.8973,30,100,5,5,10,0,77,7,71,-1,54,4,86,14,83,14,48,14"
"175,43.20591,-79.8524,35,100,0,0,10,0,57,-17,46,-25,46,-9,76,-6,68,-26,32,-27"
"175,43.24139,-79.9255,25,100,5,5,5,0,88,11,88,-2,83,6,100,4,100,4,86,-2"
"200,43.22829,-79.9629,10,100,0,0,10,0,85,7,88,25,69,17,93,9,97,10,70,18"
"165,44.1152,-77.443,0,100,0,0,10,0,55,5,65,32,30,-3,,,,,,"
"100,45.2321,-77.9349,0,100,0,0,15,0,36,-8,29,4,21,-17,N/D,,N/D,,N/D,"
"245,44.09244,-77.5807,0,100,0,0,25,0,71,-5,55,-18,42,-12,73,4,70,14,16,4"
"255,44.16456,-77.3958,0,100,0,0,30,0,32,-18,30,-20,17,-9,16,-34,22,-35,0,-7"
"230,44.17372,-77.3741,0,100,0,0,30,0,77,33,58,29,52,26,65,-6,74,3,45,10"
"260,44.15578,-77.4092,10,100,0,0,10,0,71,2,60,9,52,-12,94,18,84,28,19,-13"
"390,44.10944,-77.5747,0,100,0,0,20,0,46,3,29,8,19,-13,49,-10,43,-2,11,-7"
"150,44.12196,-77.5742,5,100,0,0,20,0,95,15,82,-3,86,6,67,-2,72,3,44,9"
"195,44.02402,-78.1451,0,100,0,0,10,0,75,-7,71,-11,50,-24,90,25,81,16,52,9"
"170,43.96432,-78.2823,0,100,0,0,15,0,47,-21,47,-10,38,-23,58,-29,56,-20,28,-51"
"125,44.55395,-78.3621,0,100,0,0,15,0,86,17,86,24,77,8,73,-7,55,-35,18,-12"
"230,43.96432,-78.1885,5,100,5,5,15,0,77,-9,67,-5,60,-12,70,-10,68,1,35,-7"
"165,44.04031,-78.2211,0,100,0,0,10,0,71,-6,81,13,62,-6,100,18,92,15,62,21"
"645,43.89427,-78.7964,3,100,0,1,8,0,78,-1,62,-11,53,-16,88,-2,86,5,56,-7"
"530,44.33456,-78.3205,3,100,2,1,9,0,69,-20,57,-23,63,7,93,-4,86,-9,50,-16"
"190,44.01819,-78.7716,0,100,0,0,10,0,86,29,73,16,73,25,72,-9,64,5,40,10"
"400,43.95677,-78.3153,0,100,0,0,20,0,80,14,66,8,65,23,81,-3,81,5,53,25"
"200,44.27824,-78.3658,5,100,5,0,15,0,67,-15,64,-15,53,-11,77,-4,85,4,42,-3"
"185,44.28674,-78.3414,5,100,0,5,10,0,70,21,65,21,45,7,67,3,43,-7,20,-7"
"645,43.91274,-78.5827,5,100,1,1,12,0,83,7,81,5,65,1,88,7,81,5,64,19"
"165,44.21827,-78.476,0,100,0,0,10,0,89,-11,94,-6,83,-17,100,10,100,0,75,18"
"165,43.97984,-78.6159,0,100,0,0,10,0,71,18,54,-6,54,1,73,-17,60,-10,37,-3"
"160,44.282,-78.3093,10,100,5,0,25,0,79,18,70,13,64,25,61,-22,73,-10,48,9"
"170,44.10239,-78.2275,0,100,0,0,15,0,77,18,60,13,47,0,95,12,90,48,45,24"
"180,44.3341,-78.3329,10,100,10,10,30,0,82,21,79,14,50,-4,74,9,74,-11,32,-23"
"220,44.27443,-78.3312,0,100,5,0,30,0,50,-21,38,-42,44,-22,56,6,56,0,31,7"
"105,49.77279,-94.4724,0,100,0,0,15,0,39,-5,44,0,28,-16,47,8,71,15,6,-11"
"195,49.76224,-94.4819,5,100,0,0,10,0,64,27,72,51,36,10,71,9,71,17,42,1"
"335,49.78314,-94.4457,0,100,5,0,5,0,71,-1,47,-15,56,-4,94,16,86,26,44,29"
"110,49.75911,-94.5565,0,100,5,0,50,0,76,-4,71,-5,57,-23,84,16,89,25,58,35"
"175,49.78139,-94.4603,0,100,0,0,35,0,68,-12,64,-16,43,-14,76,3,82,9,20,-11"
"245,49.78189,-94.4587,0,100,0,0,20,0,73,-4,48,-26,61,-18,86,22,81,17,45,0"
"195,42.59151,-82.4041,0,100,5,0,20,0,72,28,49,-1,36,8,75,9,66,21,19,-2"
"145,42.59704,-82.3712,0,100,0,0,20,0,75,-19,80,-8,70,1,80,-3,92,-8,64,11"
"205,42.44732,-81.8739,0,100,0,0,5,0,68,4,46,-16,39,17,65,8,68,-7,23,2"
"235,44.23184,-76.5196,20,100,15,15,20,0,67,26,70,-3,44,3,51,-10,60,8,31,15"
"190,44.25035,-76.5226,40,100,30,30,20,0,71,29,67,21,46,0,56,-6,67,40,19,15"
"440,44.23544,-76.5298,10,100,5,5,15,0,55,-2,34,-15,39,-1,69,-15,77,-9,26,-25"
"415,44.23541,-76.5048,5,100,0,0,10,0,68,10,55,1,48,12,81,2,86,11,57,-3"
"795,44.26649,-76.4469,7,97,3,3,13,0,81,11,68,15,58,6,86,2,84,4,50,-16"
"570,46.32238,-79.4534,2,100,0,0,6,0,76,9,49,-2,47,-5,85,-6,77,-19,37,-27"
"190,46.33094,-79.4451,0,100,5,5,0,0,81,5,62,3,19,-40,83,4,79,17,17,0"
"155,46.32299,-79.4159,0,100,0,0,25,0,29,-52,29,-46,0,-81,76,4,71,32,19,-3"
"180,46.26537,-79.2961,0,100,0,0,20,0,80,-5,68,-25,56,-14,90,-2,86,-14,33,-29"
"365,45.35802,-80.0297,5,100,0,0,20,0,59,2,45,-12,16,-20,61,-8,61,-11,24,-6"
"230,46.2813,-79.4394,0,100,0,0,15,0,69,16,56,-13,44,22,72,-13,56,-21,8,-27"
"425,46.2587,-79.4068,0,100,0,5,10,0,52,-15,54,-18,25,1,90,5,92,9,53,14"
"385,46.33818,-79.4296,5,100,5,5,5,0,80,-1,64,-13,54,-14,80,-10,80,-12,54,-5"
"425,46.32984,-79.4793,5,100,5,5,20,0,68,8,60,0,19,-21,58,-13,56,-6,7,-13"
"100,46.32186,-79.473,0,100,5,5,40,0,50,-18,69,5,25,-25,67,4,78,20,22,-20"
"110,48.4839,-81.2059,5,100,0,5,10,0,95,14,79,35,63,7,100,17,83,5,58,2"
"220,45.43501,-75.6605,25,95,45,40,15,0,52,13,42,-8,15,-13,58,-3,48,-17,19,-24"
"170,45.4522,-75.5407,20,90,10,10,15,0,80,10,72,-13,72,2,94,5,84,3,48,0"
"280,45.47328,-75.5474,10,100,0,0,15,0,92,2,94,0,75,-6,100,6,94,5,73,-13"
"230,45.40152,-75.6909,15,100,20,20,20,0,73,-6,77,3,35,-33,86,14,86,26,57,27"
"195,45.48674,-75.5135,10,100,0,0,15,0,86,-3,91,-4,73,-1,84,5,92,3,36,-22"
"150,45.36023,-75.8009,10,100,20,20,30,0,81,45,95,31,67,22,92,-1,92,6,62,-2"
"355,45.33214,-75.9072,20,100,5,10,15,0,78,-10,85,-3,73,-13,94,0,94,-2,62,-17"
"275,45.43307,-75.5644,10,100,10,10,10,0,64,18,57,7,46,0,70,-6,78,-5,43,19"
"800,45.2501,-75.9063,9,99,4,3,9,0,95,5,93,5,89,12,87,-6,86,-11,64,-8"
"230,45.36324,-75.685,20,100,15,10,5,0,65,-22,65,-26,47,-27,70,-17,75,-12,40,-8"
"335,45.35352,-75.6637,30,100,20,20,15,0,71,2,57,-12,40,-16,75,19,83,35,47,32"
"465,45.30341,-75.9006,15,100,15,15,15,0,67,-12,50,-31,48,-16,88,-5,81,-7,60,14"
"345,45.26359,-75.9257,10,95,5,0,20,0,89,6,85,-1,89,1,88,-2,93,11,54,-18"
"370,45.28089,-75.7287,20,100,5,5,20,0,76,-5,83,-5,70,6,93,15,91,11,66,14"
"290,45.37745,-75.7734,25,95,15,15,10,0,72,-2,78,-1,72,16,84,-2,86,0,41,-5"
"295,45.45855,-75.52361,30,95,40,40,10,0,81,7,89,2,58,-7,73,-9,78,-4,39,-16"
"305,45.32104,-75.827,10,100,5,0,15,0,78,11,76,4,72,5,87,19,90,10,39,23"
"205,45.35016,-75.7798,20,95,10,10,20,0,63,-12,78,3,41,-1,100,4,95,-5,84,16"
"370,45.46742,-75.5007,20,100,10,10,10,0,88,-2,91,15,56,-16,84,-3,88,-2,44,-1"
"300,45.37384,-75.6455,30,95,20,20,20,0,52,-8,38,-28,31,-18,58,-5,65,-13,23,-14"
"370,45.2851,-75.7088,20,95,10,5,15,0,78,-10,62,-34,53,-26,87,-9,89,-7,59,-17"
"700,45.28203,-75.8447,19,99,6,6,14,0,86,6,93,13,78,6,95,-1,95,2,64,-14"
"130,45.4064,-75.7084,50,95,10,10,30,0,92,7,92,2,67,2,83,6,75,-2,33,-12"
"205,45.36831,-75.7117,20,95,10,10,10,0,72,10,69,0,48,-6,85,3,85,9,45,16"
"445,45.35152,-75.6245,25,100,10,10,10,0,76,3,75,8,65,0,84,9,87,2,41,2"
"270,45.44579,-75.6784,30,90,25,30,15,0,75,-10,50,-41,45,-13,47,-39,47,-26,16,-16"
"180,45.23279,-75.4707,10,95,0,0,5,0,77,6,82,0,55,-4,91,0,95,0,50,5"
"320,45.46933,-75.4741,10,100,0,0,10,0,83,-4,87,-2,74,-6,89,-4,89,-2,61,-9"
"175,45.35473,-75.7635,15,100,5,10,20,0,89,8,89,12,73,-4,75,-19,83,-5,46,27"
"475,45.27095,-75.7687,15,95,5,5,15,0,81,-8,67,-12,51,-15,86,-1,81,-6,62,11"
"315,45.38179,-75.7381,30,90,25,25,10,0,64,0,54,-8,41,-10,83,21,78,27,41,23"
"605,45.27224,-75.7218,27,99,10,10,10,0,84,6,82,-8,72,-6,86,-4,84,-3,57,-9"
"340,45.47803,-75.4797,5,95,0,0,20,0,79,-1,79,10,53,-8,86,-6,86,-3,56,6"
